storeNum	address	lv2Name	lvl2Email	lvl3Name	lvl3Email	lvl4name	lv4Email	store name	storeEmail	Sort
1082	1082 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store1082	store1082@test.com	0.891356861
2727	2727 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store2727	store2727@test.com	0.299176593
7170	7170 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store7170	store7170@test.com	0.128790627
924	924 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store924	store924@test.com	0.087314563
664	664 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store664	store664@test.com	0.551115136
5345	5345 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area9	Area9@test.com	store5345	store5345@test.com	0.650549285
1657	1657 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1657	store1657@test.com	0.886463927
7711	7711 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area13	Area13@test.com	store7711	store7711@test.com	0.914488758
9203	9203 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9203	store9203@test.com	0.354045919
3266	3266 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3266	store3266@test.com	0.751038839
9558	9558 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9558	store9558@test.com	0.171575204
7061	7061 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store7061	store7061@test.com	0.97136365
9398	9398 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9398	store9398@test.com	0.131735391
7925	7925 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area13	Area13@test.com	store7925	store7925@test.com	0.646082871
9462	9462 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9462	store9462@test.com	0.129464126
2602	2602 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store2602	store2602@test.com	0.48272612
3209	3209 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3209	store3209@test.com	0.819403555
9074	9074 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9074	store9074@test.com	0.207705856
2310	2310 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area4	Area4@test.com	store2310	store2310@test.com	0.190791247
6304	6304 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6304	store6304@test.com	0.93989131
3428	3428 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3428	store3428@test.com	0.287616025
4409	4409 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area8	Area8@test.com	store4409	store4409@test.com	0.832079874
4666	4666 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area8	Area8@test.com	store4666	store4666@test.com	0.880086437
6395	6395 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6395	store6395@test.com	0.489242303
8735	8735 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area14	Area14@test.com	store8735	store8735@test.com	0.82612615
4288	4288 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store4288	store4288@test.com	0.798260804
1483	1483 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1483	store1483@test.com	0.694133948
6314	6314 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6314	store6314@test.com	0.390091259
194	194 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store194	store194@test.com	0.672053546
4185	4185 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store4185	store4185@test.com	0.211230478
3168	3168 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3168	store3168@test.com	0.180965573
7276	7276 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store7276	store7276@test.com	0.44038809
468	468 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store468	store468@test.com	0.990191676
9899	9899 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9899	store9899@test.com	0.466782
2947	2947 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store2947	store2947@test.com	0.234826795
368	368 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store368	store368@test.com	0.927168947
1655	1655 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1655	store1655@test.com	0.021033349
1368	1368 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1368	store1368@test.com	0.8103438
6328	6328 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6328	store6328@test.com	0.522695427
9465	9465 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9465	store9465@test.com	0.13990469
8385	8385 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area14	Area14@test.com	store8385	store8385@test.com	0.707858146
2444	2444 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area4	Area4@test.com	store2444	store2444@test.com	0.287762427
9571	9571 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9571	store9571@test.com	0.139028728
2400	2400 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area4	Area4@test.com	store2400	store2400@test.com	0.680571305
8453	8453 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area14	Area14@test.com	store8453	store8453@test.com	0.8926262
3930	3930 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store3930	store3930@test.com	0.059618277
7446	7446 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store7446	store7446@test.com	0.399254144
7553	7553 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area13	Area13@test.com	store7553	store7553@test.com	0.976665397
3117	3117 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store3117	store3117@test.com	0.030476762
9324	9324 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9324	store9324@test.com	0.647126878
8500	8500 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area14	Area14@test.com	store8500	store8500@test.com	0.454821843
6680	6680 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6680	store6680@test.com	0.548382033
4575	4575 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area8	Area8@test.com	store4575	store4575@test.com	0.183008905
4956	4956 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area8	Area8@test.com	store4956	store4956@test.com	0.693167302
1220	1220 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store1220	store1220@test.com	0.523048784
6001	6001 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area10	Area10@test.com	store6001	store6001@test.com	0.595143495
8958	8958 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store8958	store8958@test.com	0.060932247
9242	9242 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9242	store9242@test.com	0.362857776
9306	9306 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9306	store9306@test.com	0.502959902
4303	4303 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store4303	store4303@test.com	0.455746175
1825	1825 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1825	store1825@test.com	0.43230022
9267	9267 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9267	store9267@test.com	0.630801027
1614	1614 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1614	store1614@test.com	0.123441152
230	230 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store230	store230@test.com	0.906685949
5292	5292 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area9	Area9@test.com	store5292	store5292@test.com	0.600254892
7214	7214 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store7214	store7214@test.com	0.802480218
6926	6926 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store6926	store6926@test.com	0.422369601
4300	4300 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store4300	store4300@test.com	0.202472755
1710	1710 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1710	store1710@test.com	0.430156879
6321	6321 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6321	store6321@test.com	0.322578757
1305	1305 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1305	store1305@test.com	0.682958962
6003	6003 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area10	Area10@test.com	store6003	store6003@test.com	0.677506998
2454	2454 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area4	Area4@test.com	store2454	store2454@test.com	0.004711692
3413	3413 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3413	store3413@test.com	0.207348309
644	644 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store644	store644@test.com	0.002434458
498	498 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store498	store498@test.com	0.223861862
5664	5664 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area10	Area10@test.com	store5664	store5664@test.com	0.159480132
5504	5504 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area9	Area9@test.com	store5504	store5504@test.com	0.048745489
175	175 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store175	store175@test.com	0.599715794
7322	7322 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store7322	store7322@test.com	0.068046971
389	389 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store389	store389@test.com	0.959069313
6622	6622 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6622	store6622@test.com	0.038371008
3890	3890 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store3890	store3890@test.com	0.415930126
6772	6772 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6772	store6772@test.com	0.901507373
3475	3475 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3475	store3475@test.com	0.518882864
5814	5814 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area10	Area10@test.com	store5814	store5814@test.com	0.421424646
7863	7863 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area13	Area13@test.com	store7863	store7863@test.com	0.710692673
819	819 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store819	store819@test.com	0.184828842
6334	6334 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6334	store6334@test.com	0.490228638
3364	3364 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3364	store3364@test.com	0.300147499
1258	1258 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1258	store1258@test.com	0.792268775
873	873 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store873	store873@test.com	0.142681699
3733	3733 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3733	store3733@test.com	0.874914282
2570	2570 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store2570	store2570@test.com	0.481526909
3873	3873 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store3873	store3873@test.com	0.979197467
637	637 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store637	store637@test.com	0.036001944
9825	9825 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9825	store9825@test.com	0.097884092
3914	3914 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store3914	store3914@test.com	0.327927355
8708	8708 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area14	Area14@test.com	store8708	store8708@test.com	0.718744807
1505	1505 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1505	store1505@test.com	0.034067346
6201	6201 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area10	Area10@test.com	store6201	store6201@test.com	0.198709061
3983	3983 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store3983	store3983@test.com	0.655602471
2730	2730 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store2730	store2730@test.com	0.391887949
8273	8273 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area14	Area14@test.com	store8273	store8273@test.com	0.618466943
3795	3795 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store3795	store3795@test.com	0.996587371
1165	1165 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store1165	store1165@test.com	0.398602165
6971	6971 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store6971	store6971@test.com	0.707218745
2383	2383 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area4	Area4@test.com	store2383	store2383@test.com	0.053780214
3647	3647 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3647	store3647@test.com	0.275013054
783	783 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store783	store783@test.com	0.302678174
6262	6262 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6262	store6262@test.com	0.406373527
9200	9200 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9200	store9200@test.com	0.270930331
733	733 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store733	store733@test.com	0.134834333
3785	3785 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store3785	store3785@test.com	0.492938334
4863	4863 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area8	Area8@test.com	store4863	store4863@test.com	0.360932728
9780	9780 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9780	store9780@test.com	0.850267525
3007	3007 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store3007	store3007@test.com	0.290872503
97	97 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store97	store97@test.com	0.068637667
6184	6184 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area10	Area10@test.com	store6184	store6184@test.com	0.381467677
1243	1243 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store1243	store1243@test.com	0.893707051
2761	2761 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store2761	store2761@test.com	0.332845618
8618	8618 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area14	Area14@test.com	store8618	store8618@test.com	0.030313684
8062	8062 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area13	Area13@test.com	store8062	store8062@test.com	0.272641065
9117	9117 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9117	store9117@test.com	0.547316331
4393	4393 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area8	Area8@test.com	store4393	store4393@test.com	0.036260079
675	675 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store675	store675@test.com	0.324535696
342	342 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store342	store342@test.com	0.631895364
1298	1298 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1298	store1298@test.com	0.156141799
1428	1428 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1428	store1428@test.com	0.351823106
2473	2473 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area4	Area4@test.com	store2473	store2473@test.com	0.864410395
7073	7073 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store7073	store7073@test.com	0.225322075
7461	7461 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store7461	store7461@test.com	0.287691228
8037	8037 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area13	Area13@test.com	store8037	store8037@test.com	0.098594798
9328	9328 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9328	store9328@test.com	0.772202193
2615	2615 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store2615	store2615@test.com	0.694379946
8801	8801 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store8801	store8801@test.com	0.705856671
7926	7926 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area13	Area13@test.com	store7926	store7926@test.com	0.50233699
7499	7499 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store7499	store7499@test.com	0.378455421
9140	9140 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9140	store9140@test.com	0.964097945
8578	8578 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area14	Area14@test.com	store8578	store8578@test.com	0.555137766
1335	1335 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1335	store1335@test.com	0.792100589
1446	1446 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1446	store1446@test.com	0.055159633
6591	6591 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6591	store6591@test.com	0.966386308
1560	1560 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1560	store1560@test.com	0.816115033
827	827 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store827	store827@test.com	0.656050547
9395	9395 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9395	store9395@test.com	0.60179783
5004	5004 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area9	Area9@test.com	store5004	store5004@test.com	0.76259136
2538	2538 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store2538	store2538@test.com	0.802306849
4783	4783 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area8	Area8@test.com	store4783	store4783@test.com	0.449280863
3111	3111 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area5	Area5@test.com	store3111	store3111@test.com	0.041529841
6210	6210 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area10	Area10@test.com	store6210	store6210@test.com	0.134502962
4979	4979 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area8	Area8@test.com	store4979	store4979@test.com	0.530377995
433	433 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store433	store433@test.com	0.617080536
1052	1052 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store1052	store1052@test.com	0.045450487
1016	1016 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store1016	store1016@test.com	0.189485388
195	195 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area1	Area1@test.com	store195	store195@test.com	0.27495494
1104	1104 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store1104	store1104@test.com	0.442134801
5612	5612 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area9	Area9@test.com	store5612	store5612@test.com	0.867883328
9016	9016 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area15	Area15@test.com	store9016	store9016@test.com	0.249856124
9882	9882 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9882	store9882@test.com	0.502276263
9545	9545 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9545	store9545@test.com	0.576084143
970	970 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area2	Area2@test.com	store970	store970@test.com	0.823315019
4144	4144 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area7	Area7@test.com	store4144	store4144@test.com	0.132815754
6915	6915 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area12	Area12@test.com	store6915	store6915@test.com	0.606431283
1475	1475 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area3	Area3@test.com	store1475	store1475@test.com	0.849646747
5603	5603 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area9	Area9@test.com	store5603	store5603@test.com	0.176046149
6412	6412 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area11	Area11@test.com	store6412	store6412@test.com	0.990279139
5283	5283 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area9	Area9@test.com	store5283	store5283@test.com	0.092054241
5157	5157 Park St	Franchise	franchise@test.com	Region3	Region3@test.com	Area9	Area9@test.com	store5157	store5157@test.com	0.199812854
2009	2009 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area4	Area4@test.com	store2009	store2009@test.com	0.866196502
2320	2320 Park St	Corporate	corporate@test.com	Region1	Region1@test.com	Area4	Area4@test.com	store2320	store2320@test.com	0.58506109
9822	9822 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area16	Area16@test.com	store9822	store9822@test.com	0.598609585
4644	4644 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area8	Area8@test.com	store4644	store4644@test.com	0.644310564
3303	3303 Park St	Corporate	corporate@test.com	Region2	Region2@test.com	Area6	Area6@test.com	store3303	store3303@test.com	0.838852339
7761	7761 Park St	Franchise	franchise@test.com	Region4	Region4@test.com	Area13	Area13@test.com	store7761	store7761@test.com	0.395674233
